,country,count_total,cust_id,churn
5452,CD,151,1,Yes
5453,CD,175,6,No
5454,AB,136,1,Yes
5455,CD,86,10,No
5456,AB,135,3,No
5457,CD,173,19,No
5458,CD,108,4,Yes
5459,AB,6,17,No
5460,AB,23,16,No
5461,AB,31,6,No
5462,CD,163,10,Yes
5463,CD,42,3,Yes
5464,CD,70,15,Yes
5465,CD,62,11,No
5466,AB,49,16,Yes
5467,CD,52,16,No
5468,CD,167,19,Yes
5469,CD,146,1,No
5470,AB,117,14,Yes
5471,CD,134,6,Yes
5472,CD,110,4,Yes
5473,AB,166,9,Yes
5474,AB,137,13,Yes
5475,AB,133,8,No
5476,AB,28,4,Yes
5477,CD,12,10,Yes
5478,AB,28,12,Yes
5479,AB,5,3,No
5480,CD,149,6,No
5481,CD,58,17,No
5482,CD,104,18,No
5483,CD,19,9,Yes
5484,AB,97,6,No
5485,CD,77,6,No
5486,AB,53,17,Yes
5487,AB,26,15,No
5488,AB,134,7,Yes
5489,CD,176,16,Yes
5490,AB,62,4,No
5491,CD,83,6,Yes
5492,CD,166,9,No
5493,AB,149,1,Yes
5494,CD,50,18,Yes
5495,AB,31,2,Yes
5496,AB,121,8,Yes
5497,CD,57,19,No
5498,CD,15,15,No
5499,AB,154,2,No
5500,AB,115,17,Yes
5501,CD,126,4,No
5502,CD,18,10,Yes
5503,AB,36,8,No
5504,AB,46,5,Yes
5505,AB,147,16,Yes
5506,AB,42,9,Yes
5507,CD,125,5,Yes
5508,CD,23,10,No
5509,CD,115,18,Yes
5510,AB,163,6,Yes
5511,AB,75,19,No
5512,AB,169,10,Yes
5513,CD,39,16,Yes
5514,CD,171,5,Yes
5515,AB,6,17,Yes
5516,AB,169,8,No
5517,CD,105,2,No
5518,CD,1,3,Yes
5519,AB,160,4,Yes
5520,AB,114,14,No
5521,CD,125,10,No
5522,AB,155,18,No
5523,CD,83,11,No
5524,CD,105,5,Yes
5525,AB,48,17,Yes
5526,AB,100,14,No
5527,AB,69,18,Yes
5528,CD,30,15,Yes
5529,CD,3,14,No
5530,AB,56,14,Yes
5531,CD,75,17,Yes
5532,AB,19,19,Yes
5533,CD,6,3,Yes
5534,CD,84,18,Yes
5535,CD,124,18,Yes
5536,CD,9,19,No
5537,AB,42,12,Yes
5538,AB,174,4,Yes
5539,CD,88,4,Yes
5540,CD,157,15,No
5541,CD,73,2,Yes
5542,CD,154,1,Yes
5543,AB,165,2,Yes
5544,AB,162,5,Yes
5545,CD,79,17,Yes
5546,AB,119,14,Yes
5547,CD,40,19,Yes
5548,AB,72,6,Yes
5549,CD,63,9,Yes
5550,CD,34,3,Yes
5551,AB,48,3,No
5552,AB,167,18,Yes
5553,CD,137,12,Yes
5554,AB,36,10,Yes
5555,AB,81,4,Yes
5556,AB,173,14,No
5557,AB,156,6,No
5558,AB,13,9,Yes
5559,CD,122,6,No
5560,AB,176,6,No
5561,AB,67,18,Yes
5562,AB,48,14,No
5563,CD,139,7,No
5564,AB,165,9,Yes
5565,AB,106,18,No
5566,CD,104,5,Yes
5567,AB,115,5,Yes
5568,CD,146,19,Yes
5569,CD,26,19,No
5570,AB,98,7,No
5571,CD,77,3,No
5572,CD,89,17,No
5573,CD,157,11,No
5574,AB,116,8,Yes
5575,AB,130,7,No
5576,CD,173,7,No
5577,CD,151,13,Yes
5578,CD,77,3,No
5579,CD,31,9,No
5580,CD,109,4,Yes
5581,CD,13,3,No
5582,CD,178,12,No
5583,AB,25,15,No
5584,AB,42,6,No
5585,AB,115,2,No
5586,CD,49,3,Yes
5587,AB,172,11,No
5588,AB,27,2,No
5589,AB,78,17,No
5590,CD,165,16,No
5591,AB,101,5,No
5592,AB,36,17,Yes
5593,CD,161,19,Yes
5594,CD,51,11,No
5595,CD,96,12,Yes
5596,AB,98,3,Yes
5597,CD,83,3,No
5598,AB,153,19,No
5599,AB,112,10,Yes
5600,AB,106,1,Yes
5601,AB,41,4,No
5602,AB,113,1,No
5603,CD,111,14,No
5604,AB,59,19,No
5605,AB,23,6,Yes
5606,AB,73,8,Yes
5607,AB,73,18,Yes
5608,CD,177,10,Yes
5609,CD,48,13,Yes
5610,CD,127,15,No
5611,AB,123,6,Yes
5612,CD,102,18,No
5613,CD,31,11,No
5614,CD,61,14,Yes
5615,AB,9,12,Yes
5616,AB,38,6,No
5617,CD,15,3,Yes
5618,AB,122,6,No
5619,CD,162,9,No
5620,CD,11,5,No
5621,AB,149,15,No
5622,CD,83,2,Yes
5623,AB,47,1,No
5624,AB,77,3,No
5625,AB,153,18,Yes
5626,CD,45,14,Yes
5627,AB,78,8,Yes
5628,AB,116,11,Yes
5629,AB,163,8,No
5630,AB,82,1,No
5631,AB,40,8,Yes
5632,CD,98,12,No
5633,CD,36,13,Yes
5634,AB,24,1,Yes
5635,AB,135,18,No
5636,CD,105,5,Yes
5637,AB,67,13,No
5638,AB,74,8,No
5639,CD,102,14,Yes
5640,AB,105,10,Yes
5641,CD,160,13,Yes
5642,CD,120,8,No
5643,CD,153,4,Yes
5644,AB,90,18,Yes
5645,AB,20,13,Yes
5646,AB,113,1,No
5647,CD,44,18,Yes
5648,AB,22,19,No
5649,CD,162,18,No
5650,AB,148,12,Yes
5651,CD,6,17,Yes
5652,CD,22,15,Yes
5653,CD,85,10,Yes
5654,CD,177,2,Yes
5655,CD,135,6,No
5656,AB,55,2,Yes
5657,CD,100,3,No
5658,AB,75,2,Yes
5659,CD,30,5,No
5660,AB,140,8,Yes
5661,CD,112,14,Yes
5662,CD,63,16,Yes
5663,AB,141,12,Yes
5664,AB,45,16,No
5665,AB,120,2,Yes
5666,AB,34,9,No
5667,AB,84,7,Yes
5668,CD,162,4,Yes
5669,AB,107,14,Yes
5670,CD,157,5,No
5671,CD,100,5,Yes
5672,CD,140,9,No
5673,AB,64,7,Yes
5674,AB,125,13,No
5675,CD,9,11,Yes
5676,AB,2,1,Yes
5677,CD,71,6,Yes
5678,CD,39,11,No
5679,AB,154,16,No
5680,CD,3,3,No
5681,AB,141,17,Yes
5682,CD,26,17,Yes
5683,AB,120,7,Yes
5684,CD,170,18,Yes
5685,CD,126,10,No
5686,AB,22,3,Yes
5687,CD,157,14,Yes
5688,CD,179,13,No
5689,AB,75,10,No
5690,CD,136,7,Yes
5691,AB,36,15,No
5692,CD,46,6,No
5693,AB,66,18,Yes
5694,AB,1,16,No
5695,AB,134,14,No
5696,CD,164,11,Yes
5697,CD,101,11,Yes
5698,AB,172,4,No
5699,CD,179,13,Yes
5700,CD,23,3,Yes
5701,AB,105,11,Yes
5702,AB,156,7,Yes
5703,AB,61,2,Yes
5704,CD,149,14,No
5705,CD,86,5,No
5706,CD,126,4,No
5707,AB,89,14,No
5708,CD,35,4,Yes
5709,CD,148,16,No
5710,AB,9,2,No
5711,CD,98,19,No
5712,AB,83,7,Yes
5713,CD,141,16,No
5714,CD,154,7,Yes
5715,AB,137,7,No
5716,AB,127,19,No
5717,AB,154,2,Yes
5718,AB,36,18,Yes
5719,CD,113,10,No
5720,CD,144,17,Yes
5721,CD,138,10,No
5722,CD,67,14,Yes
5723,CD,131,8,Yes
5724,AB,108,2,Yes
5725,CD,66,3,No
5726,CD,113,9,Yes
5727,AB,75,14,No
5728,AB,151,9,No
5729,CD,28,7,No
5730,CD,162,16,No
5731,CD,175,3,No
5732,AB,127,9,No
5733,AB,92,13,No
5734,CD,104,11,Yes
5735,CD,111,11,Yes
5736,CD,128,9,Yes
5737,AB,26,8,No
5738,CD,109,17,No
5739,CD,120,14,No
5740,AB,168,15,No
5741,AB,18,3,Yes
5742,AB,58,13,No
5743,AB,71,8,Yes
5744,CD,161,1,Yes
5745,CD,159,17,Yes
5746,CD,114,1,No
5747,CD,40,9,Yes
5748,AB,156,17,Yes
5749,CD,13,14,Yes
5750,AB,134,19,No
5751,CD,117,15,Yes
5752,CD,159,6,Yes
5753,AB,152,6,Yes
5754,AB,75,19,No
5755,CD,41,5,No
5756,AB,172,16,No
5757,AB,110,9,Yes
5758,AB,152,16,No
5759,AB,118,14,No
5760,CD,12,9,No
5761,AB,129,16,Yes
5762,AB,97,17,Yes
5763,CD,9,8,Yes
5764,AB,55,1,Yes
5765,CD,24,17,No
5766,CD,90,5,Yes
5767,AB,36,5,No
5768,AB,81,12,No
5769,CD,113,2,Yes
5770,AB,42,1,Yes
5771,AB,98,17,Yes
5772,AB,145,10,Yes
5773,AB,35,3,Yes
5774,CD,120,10,No
5775,CD,85,17,No
5776,AB,20,13,Yes
5777,CD,78,7,No
5778,AB,10,14,Yes
5779,AB,55,16,No
5780,CD,30,19,No
5781,CD,37,3,Yes
5782,AB,40,8,Yes
5783,AB,6,8,No
5784,AB,74,14,No
5785,AB,163,14,Yes
5786,CD,98,16,Yes
5787,AB,94,4,Yes
5788,AB,106,15,Yes
5789,CD,132,2,Yes
5790,CD,3,14,Yes
5791,AB,114,1,No
5792,CD,5,7,Yes
5793,AB,38,6,Yes
5794,CD,111,7,Yes
5795,CD,33,4,Yes
5796,AB,178,3,Yes
5797,AB,132,8,Yes
5798,AB,120,17,Yes
5799,AB,131,8,No
5800,AB,50,10,Yes
5801,AB,168,8,Yes
5802,AB,52,10,Yes
5803,CD,126,7,No
5804,AB,149,9,No
5805,AB,27,12,Yes
5806,CD,77,7,No
5807,AB,26,4,Yes
5808,AB,96,1,Yes
5809,AB,27,8,Yes
5810,CD,174,8,No
5811,AB,121,18,No
5812,AB,92,13,Yes
5813,AB,6,12,No
5814,CD,61,2,Yes
5815,AB,26,4,No
5816,AB,168,1,Yes
5817,CD,68,4,Yes
5818,AB,67,6,Yes
5819,AB,95,4,No
5820,AB,45,19,No
5821,CD,152,11,No
5822,AB,83,4,Yes
5823,AB,47,15,Yes
5824,CD,36,14,No
5825,AB,163,19,Yes
5826,AB,130,4,No
5827,AB,147,6,Yes
5828,CD,72,2,Yes
5829,CD,34,6,Yes
5830,AB,93,18,Yes
5831,AB,27,12,No
5832,AB,59,4,Yes
5833,CD,142,16,Yes
5834,AB,9,13,No
5835,CD,109,6,No
5836,AB,7,14,Yes
5837,AB,111,9,No
5838,CD,43,13,Yes
5839,CD,35,12,No
5840,CD,175,3,No
5841,CD,152,14,No
5842,AB,168,12,No
5843,AB,30,12,No
5844,AB,37,5,Yes
5845,AB,71,17,No
5846,AB,131,14,No
5847,AB,128,4,No
5848,CD,20,8,No
5849,CD,114,10,No
5850,AB,65,6,No
5851,CD,121,8,No
5852,CD,88,8,Yes
5853,AB,133,5,Yes
5854,CD,110,4,Yes
5855,AB,111,2,No
5856,CD,30,18,No
5857,CD,129,4,Yes
5858,AB,14,8,No
5859,CD,87,4,No
5860,CD,8,13,Yes
5861,CD,12,9,Yes
5862,CD,17,13,No
5863,CD,21,13,No
5864,CD,33,17,Yes
5865,CD,53,2,Yes
5866,CD,148,14,No
5867,AB,145,10,Yes
5868,CD,50,7,No
5869,AB,93,18,Yes
5870,AB,91,12,No
5871,CD,12,16,No
5872,CD,30,7,No
5873,AB,149,10,No
5874,AB,143,1,No
5875,AB,122,15,Yes
5876,CD,114,13,No
5877,AB,80,18,No
5878,CD,100,8,Yes
5879,CD,90,7,Yes
5880,AB,131,1,Yes
5881,CD,53,4,No
5882,CD,115,10,Yes
5883,CD,22,5,No
5884,AB,124,10,No
5885,CD,131,8,No
5886,AB,160,10,No
5887,AB,95,8,Yes
5888,CD,119,8,No
5889,CD,158,7,Yes
5890,AB,72,15,No
5891,CD,101,1,Yes
5892,AB,83,18,No
5893,CD,120,10,No
5894,AB,147,18,No
5895,AB,80,8,Yes
5896,CD,23,12,No
5897,CD,153,9,No
5898,CD,13,4,No
5899,AB,117,9,No
5900,CD,91,4,No
5901,CD,3,7,No
5902,CD,146,5,Yes
5903,CD,109,19,No
5904,AB,13,16,No
5905,AB,55,3,No
5906,AB,29,6,No
5907,AB,128,12,No
5908,AB,67,11,Yes
5909,CD,159,15,No
5910,CD,96,14,Yes
5911,AB,123,1,Yes
5912,CD,134,15,No
5913,CD,145,9,Yes
5914,AB,108,19,No
5915,AB,83,15,Yes
5916,CD,60,5,Yes
5917,CD,177,5,No
5918,AB,103,17,No
5919,AB,170,5,Yes
5920,AB,139,19,No
5921,AB,73,16,No
5922,CD,71,2,No
5923,AB,70,12,No
5924,CD,114,6,Yes
5925,AB,135,13,No
5926,AB,13,15,No
5927,CD,73,19,No
5928,AB,84,4,Yes
5929,CD,73,17,No
5930,CD,63,8,No
5931,CD,49,17,Yes
5932,AB,46,15,No
5933,CD,99,16,No
5934,AB,160,8,No
5935,CD,14,18,No
5936,AB,169,17,No
5937,AB,52,9,Yes
5938,AB,139,15,Yes
5939,AB,75,9,Yes
5940,CD,140,10,No
5941,CD,10,13,Yes
5942,AB,64,6,No
5943,CD,44,4,Yes
5944,AB,163,19,No
5945,CD,88,16,No
5946,AB,49,4,Yes
5947,AB,23,12,Yes
5948,AB,153,17,Yes
5949,AB,77,13,Yes
5950,CD,67,13,Yes
5951,AB,127,2,Yes
5952,CD,25,16,No
5953,AB,12,9,No
5954,CD,125,13,Yes
5955,CD,107,14,Yes
5956,AB,3,8,No
5957,CD,8,8,No
5958,AB,27,1,No
5959,CD,170,18,Yes
5960,CD,128,8,No
5961,AB,61,14,Yes
5962,CD,170,15,No
5963,AB,165,11,Yes
5964,CD,178,7,Yes
5965,CD,29,3,No
5966,AB,145,14,Yes
5967,AB,143,14,Yes
5968,AB,143,14,Yes
5969,CD,66,5,Yes
5970,CD,144,6,No
5971,CD,5,19,No
5972,AB,119,10,Yes
5973,CD,20,7,No
5974,CD,113,12,Yes
5975,CD,146,10,No
5976,CD,131,9,Yes
5977,AB,94,1,No
5978,CD,99,10,Yes
5979,AB,82,4,Yes
5980,AB,35,8,No
5981,AB,109,19,No
5982,AB,91,7,No
5983,AB,129,5,Yes
5984,CD,32,1,No
5985,CD,114,11,Yes
5986,AB,117,3,No
5987,CD,169,2,Yes
5988,CD,32,10,No
5989,AB,166,7,No
5990,AB,101,12,No
5991,AB,172,19,Yes
5992,AB,69,2,Yes
5993,CD,152,18,Yes
5994,CD,62,11,No
5995,CD,149,7,Yes
5996,AB,172,8,Yes
5997,CD,154,13,No
5998,CD,147,9,Yes
5999,AB,134,3,No
6000,AB,65,2,Yes
6001,AB,165,3,No
6002,AB,118,15,Yes
6003,CD,172,12,Yes
6004,AB,145,12,No
6005,AB,9,1,Yes
6006,CD,44,13,Yes
6007,CD,98,9,No
6008,AB,14,6,No
6009,AB,46,4,Yes
6010,AB,155,4,No
6011,CD,16,14,No
6012,CD,165,18,No
6013,CD,44,15,Yes
6014,CD,114,9,No
6015,CD,61,9,Yes
6016,CD,21,9,Yes
6017,AB,146,10,No
6018,AB,63,7,Yes
6019,AB,56,8,Yes
6020,CD,1,3,No
6021,AB,131,3,No
6022,AB,73,1,No
6023,AB,113,19,Yes
6024,AB,160,10,No
6025,AB,20,13,Yes
6026,CD,150,4,Yes
6027,CD,24,19,Yes
6028,AB,158,6,Yes
6029,CD,137,6,Yes
6030,CD,163,6,Yes
6031,AB,140,17,No
6032,CD,64,18,No
6033,AB,148,2,No
6034,CD,168,8,No
6035,AB,168,12,No
6036,CD,82,10,Yes
6037,AB,66,2,Yes
6038,CD,121,6,Yes
6039,CD,37,8,No
6040,CD,111,15,Yes
6041,CD,58,18,Yes
6042,AB,97,9,Yes
6043,CD,85,6,Yes
6044,AB,131,1,No
6045,AB,54,19,Yes
6046,CD,17,19,Yes
6047,CD,98,9,Yes
6048,CD,67,13,Yes
6049,AB,14,3,Yes
6050,CD,131,8,Yes
6051,CD,80,1,Yes
6052,CD,140,15,No
6053,AB,148,9,Yes
6054,CD,4,19,Yes
6055,AB,105,12,No
6056,CD,18,8,No
6057,CD,23,8,Yes
6058,AB,23,6,No
6059,CD,175,13,No
6060,AB,34,12,Yes
6061,CD,99,18,Yes
6062,AB,140,19,Yes
6063,CD,134,6,No
6064,AB,50,13,No
6065,AB,52,1,Yes
6066,AB,39,6,Yes
6067,CD,66,19,Yes
6068,AB,158,4,Yes
6069,AB,161,18,No
6070,AB,68,5,No
6071,AB,110,8,No
6072,CD,158,11,No
6073,AB,105,15,Yes
6074,AB,152,15,No
6075,AB,59,11,No
6076,AB,145,5,No
6077,CD,55,18,No
6078,AB,14,3,No
6079,AB,154,2,No
6080,AB,104,1,Yes
6081,AB,121,14,Yes
6082,CD,104,10,No
6083,CD,107,5,No
6084,CD,87,14,Yes
6085,AB,4,17,No
6086,AB,101,10,No
6087,CD,101,3,No
6088,CD,54,7,No
6089,AB,91,12,No
6090,AB,150,12,Yes
6091,AB,144,10,No
6092,CD,56,11,Yes
6093,AB,174,6,No
6094,AB,128,19,Yes
6095,AB,1,13,Yes
6096,CD,16,2,No
6097,AB,60,12,No
6098,CD,66,19,No
6099,CD,111,1,No
6100,CD,175,8,No
6101,AB,14,15,No
6102,AB,112,16,Yes
6103,AB,152,4,No
6104,AB,53,15,No
6105,CD,178,6,No
6106,AB,120,18,No
6107,AB,76,5,Yes
6108,AB,132,17,No
6109,AB,10,2,Yes
6110,AB,32,16,Yes
6111,CD,75,19,Yes
6112,CD,178,3,Yes
6113,AB,170,4,Yes
6114,AB,115,16,Yes
6115,AB,168,14,No
6116,CD,26,11,Yes
6117,AB,55,18,No
6118,CD,73,12,No
6119,AB,161,13,Yes
6120,AB,85,5,Yes
6121,AB,133,13,No
6122,CD,99,15,Yes
6123,CD,170,1,No
6124,AB,169,2,Yes
6125,CD,159,7,No
6126,AB,4,3,No
6127,CD,111,7,Yes
6128,CD,28,8,No
6129,AB,85,19,Yes
6130,CD,164,8,No
6131,AB,29,16,No
6132,CD,44,14,Yes
6133,CD,58,15,No
6134,AB,91,3,Yes
6135,CD,143,1,No
6136,CD,145,6,Yes
6137,CD,98,16,No
6138,AB,111,15,No
6139,AB,85,17,No
6140,AB,131,9,No
6141,AB,121,3,No
6142,AB,103,15,No
6143,AB,125,11,No
6144,AB,62,6,No
6145,CD,148,3,Yes
6146,CD,146,19,Yes
6147,AB,178,10,No
6148,CD,117,11,No
6149,AB,106,5,No
6150,CD,53,10,Yes
6151,AB,32,9,No
6152,CD,155,2,No
6153,AB,142,10,No
6154,AB,63,10,No
6155,CD,116,9,No
6156,AB,131,7,No
6157,CD,48,16,Yes
6158,CD,101,12,Yes
6159,AB,166,19,Yes
6160,AB,14,7,Yes
6161,CD,132,13,No
6162,CD,117,18,Yes
6163,CD,63,16,No
6164,CD,62,2,No
6165,AB,100,15,No
6166,AB,46,13,Yes
6167,CD,125,5,No
6168,CD,95,9,No
6169,AB,13,19,No
6170,AB,42,11,No
6171,AB,59,19,No
6172,AB,113,2,Yes
6173,AB,174,3,No
6174,CD,5,2,Yes
6175,AB,43,8,No
6176,AB,163,6,Yes
6177,CD,1,15,No
6178,CD,168,1,Yes
6179,AB,78,19,Yes
6180,AB,5,9,No
6181,AB,147,3,Yes
6182,CD,88,10,No
6183,AB,100,15,No
6184,CD,172,11,Yes
6185,CD,45,7,Yes
6186,CD,54,10,No
6187,CD,13,11,Yes
6188,CD,5,9,No
6189,AB,104,3,No
6190,AB,34,8,No
6191,AB,163,5,Yes
6192,CD,148,4,No
6193,AB,42,9,No
6194,CD,163,14,Yes
6195,AB,67,10,No
6196,AB,104,11,No
6197,AB,106,1,Yes
6198,AB,168,8,No
6199,CD,29,7,Yes
6200,AB,114,17,Yes
6201,AB,50,16,No
6202,AB,12,9,Yes
6203,AB,154,3,No
6204,AB,43,19,Yes
6205,CD,38,14,Yes
6206,AB,86,14,No
6207,AB,123,2,Yes
6208,AB,118,5,No
6209,CD,92,1,No
6210,CD,179,11,No
6211,CD,137,14,No
6212,CD,165,19,Yes
6213,AB,168,11,Yes
6214,CD,79,19,Yes
6215,AB,117,10,Yes
6216,AB,46,10,No
6217,AB,94,8,No
6218,AB,145,12,No
6219,AB,12,15,Yes
6220,AB,6,18,No
6221,CD,8,6,No
6222,CD,90,8,No
6223,AB,116,17,No
6224,CD,169,10,Yes
6225,CD,36,17,No
6226,CD,52,18,No
6227,AB,10,8,No
6228,AB,27,1,Yes
6229,AB,88,15,Yes
6230,CD,109,6,No
6231,AB,30,6,Yes
6232,CD,123,2,Yes
6233,AB,126,2,Yes
6234,AB,42,12,Yes
6235,CD,164,11,No
6236,AB,4,3,Yes
6237,AB,170,5,Yes
6238,CD,95,10,Yes
6239,CD,165,5,No
6240,CD,50,16,No
6241,CD,100,9,No
6242,AB,173,18,Yes
6243,CD,145,13,Yes
6244,AB,38,3,Yes
6245,AB,103,1,Yes
6246,AB,85,11,No
6247,AB,129,2,Yes
6248,CD,133,9,No
6249,CD,171,3,No
6250,CD,111,18,Yes
6251,CD,110,18,Yes
6252,AB,100,4,No
6253,CD,69,18,No
6254,AB,73,9,No
6255,AB,114,11,No
6256,CD,39,4,No
6257,CD,138,3,Yes
6258,CD,172,12,Yes
6259,AB,79,13,Yes
6260,AB,20,6,Yes
6261,CD,169,17,No
6262,AB,168,19,No
6263,CD,70,18,Yes
6264,AB,26,18,Yes
6265,AB,71,11,Yes
6266,CD,141,19,No
6267,CD,35,16,Yes
6268,AB,146,19,No
6269,CD,124,14,Yes
6270,AB,8,18,Yes
6271,CD,74,12,Yes
6272,CD,71,8,Yes
6273,AB,116,6,No
6274,AB,33,12,No
6275,AB,55,9,No
6276,CD,45,13,No
6277,AB,82,12,Yes
6278,CD,85,10,Yes
6279,CD,113,10,No
6280,CD,90,3,Yes
6281,AB,140,16,Yes
6282,AB,124,15,Yes
6283,CD,11,19,No
6284,CD,10,7,No
6285,AB,30,11,Yes
6286,CD,54,7,Yes
6287,CD,25,18,Yes
6288,CD,142,6,No
6289,AB,110,9,Yes
6290,CD,176,7,Yes
6291,AB,6,15,Yes
6292,AB,138,11,No
6293,CD,156,14,No
6294,CD,141,3,No
6295,AB,62,9,No
6296,AB,81,1,Yes
6297,CD,140,17,Yes
6298,AB,99,2,No
6299,CD,155,9,No
6300,AB,150,16,Yes
6301,CD,60,13,Yes
6302,CD,26,1,No
6303,CD,172,14,Yes
6304,AB,139,9,No
6305,CD,132,11,No
6306,CD,56,9,Yes
6307,AB,163,6,No
6308,CD,126,13,Yes
6309,AB,29,15,No
6310,AB,135,15,No
6311,AB,12,19,No
6312,CD,74,2,Yes
6313,AB,107,19,No
6314,AB,123,7,No
6315,CD,35,17,Yes
6316,AB,59,6,Yes
6317,AB,17,1,No
6318,CD,34,14,Yes
6319,AB,33,3,No
6320,AB,121,19,Yes
6321,CD,129,1,Yes
6322,CD,24,19,Yes
6323,CD,179,13,No
6324,CD,89,7,No
6325,AB,162,5,Yes
6326,AB,76,7,Yes
6327,AB,133,11,No
6328,CD,159,14,No
6329,CD,176,17,Yes
6330,CD,114,4,No
6331,CD,147,2,No
6332,AB,164,12,Yes
6333,AB,106,14,Yes
6334,CD,118,6,No
6335,AB,8,16,Yes
6336,CD,65,17,No
6337,CD,140,18,Yes
6338,AB,58,19,No
6339,AB,57,16,No
6340,CD,100,12,Yes
6341,AB,141,6,Yes
6342,CD,88,12,Yes
6343,CD,62,10,No
6344,AB,135,7,Yes
6345,AB,82,1,Yes
6346,AB,18,6,Yes
6347,AB,96,1,No
6348,CD,150,1,No
6349,CD,116,2,Yes
6350,AB,118,3,Yes
6351,AB,23,18,No
6352,CD,26,19,Yes
6353,CD,51,10,No
6354,CD,146,10,Yes
6355,CD,60,11,Yes
6356,CD,21,11,Yes
6357,CD,19,10,Yes
6358,CD,101,10,No
6359,AB,60,18,Yes
6360,AB,124,5,Yes
6361,AB,14,2,Yes
6362,CD,97,10,No
6363,AB,112,9,Yes
6364,AB,44,8,No
6365,AB,163,2,No
6366,AB,123,5,No
6367,AB,22,2,No
6368,CD,133,3,Yes
6369,AB,2,11,No
6370,CD,132,14,No
6371,AB,75,12,No
6372,CD,31,1,No
6373,AB,77,4,Yes
6374,AB,145,9,Yes
6375,CD,78,17,No
6376,AB,63,15,Yes
6377,CD,66,1,No
6378,CD,83,2,No
6379,AB,121,17,No
6380,CD,177,17,Yes
6381,AB,139,12,No
6382,CD,61,17,Yes
6383,CD,121,15,Yes
6384,CD,63,16,Yes
6385,AB,17,3,Yes
6386,AB,117,14,Yes
6387,CD,90,10,Yes
6388,AB,142,4,No
6389,CD,168,3,No
6390,AB,172,9,No
6391,AB,26,11,Yes
6392,CD,101,2,No
6393,CD,134,8,Yes
6394,AB,90,10,Yes
6395,CD,123,13,No
6396,CD,135,6,Yes
6397,AB,6,2,No
6398,CD,137,19,No
6399,AB,45,4,Yes
6400,CD,127,2,No
6401,AB,174,15,Yes
6402,AB,118,13,No
6403,AB,69,5,Yes
6404,CD,173,4,No
6405,CD,4,16,No
6406,CD,101,10,No
6407,AB,160,16,No
6408,CD,158,4,Yes
6409,AB,157,15,No
6410,CD,13,19,Yes
6411,CD,125,9,Yes
6412,AB,32,1,No
6413,CD,147,10,No
6414,AB,94,7,No
6415,CD,86,17,Yes
6416,CD,73,16,No
6417,AB,153,11,No
6418,AB,76,18,Yes
6419,CD,175,8,No
6420,AB,29,11,No
6421,CD,119,18,Yes
6422,CD,156,2,Yes
6423,AB,10,1,Yes
6424,CD,44,15,No
6425,CD,125,4,No
6426,AB,72,11,No
6427,CD,176,11,No
6428,CD,109,17,Yes
6429,AB,58,12,No
6430,CD,113,2,No
6431,AB,71,13,Yes
6432,CD,28,7,No
6433,AB,11,11,Yes
6434,CD,30,17,No
6435,AB,147,19,Yes
6436,CD,118,16,No
6437,CD,170,10,No
6438,AB,81,8,No
6439,AB,178,12,Yes
6440,AB,53,15,Yes
6441,CD,70,17,Yes
6442,CD,82,2,Yes
6443,CD,125,14,Yes
6444,CD,159,5,Yes
6445,CD,10,14,No
6446,AB,49,9,Yes
6447,CD,119,6,Yes
6448,CD,20,9,No
6449,AB,10,11,Yes
6450,AB,45,18,Yes
6451,CD,68,3,Yes
6452,CD,168,13,Yes
6453,CD,177,14,Yes
6454,CD,163,5,Yes
6455,AB,141,7,No
6456,CD,11,18,No
6457,CD,99,11,No
6458,CD,5,13,Yes
6459,AB,34,17,Yes
6460,CD,157,4,Yes
6461,CD,114,1,No
6462,AB,72,10,No
6463,AB,82,5,Yes
6464,CD,76,17,No
6465,CD,93,8,Yes
6466,CD,131,2,No
6467,CD,26,1,Yes
6468,CD,127,15,No
6469,CD,164,17,No
6470,AB,7,18,No
6471,AB,164,8,No
6472,AB,72,17,Yes
6473,CD,161,3,Yes
6474,AB,141,5,Yes
6475,AB,60,18,No
6476,CD,126,6,No
6477,AB,31,9,Yes
6478,AB,94,11,No
6479,CD,75,14,No
6480,AB,63,7,Yes
6481,AB,27,17,No
6482,AB,25,13,No
6483,CD,107,14,No
6484,AB,156,9,No
6485,AB,28,14,Yes
6486,CD,152,2,Yes
6487,AB,127,17,Yes
6488,AB,87,15,Yes
6489,AB,25,18,No
6490,AB,146,12,No
6491,CD,177,5,Yes
6492,AB,86,10,Yes
6493,AB,159,18,Yes
6494,AB,128,10,No
6495,CD,168,10,No
6496,CD,28,4,No
6497,CD,150,12,No
6498,CD,56,1,Yes
6499,AB,51,4,No
6500,CD,16,5,No
6501,AB,170,15,Yes
6502,AB,14,19,No
6503,AB,61,17,Yes
6504,CD,155,14,Yes
6505,CD,122,3,No
6506,CD,16,1,Yes
6507,AB,91,9,No
6508,AB,52,18,No
6509,AB,173,17,No
6510,CD,75,2,No
6511,AB,30,14,No
6512,CD,105,1,No
6513,CD,168,19,No
6514,CD,6,17,Yes
6515,CD,26,5,No
6516,CD,24,12,No
6517,AB,151,3,No
6518,CD,149,1,Yes
6519,AB,44,1,Yes
6520,AB,70,7,No
6521,AB,2,14,No
6522,CD,66,16,No
6523,AB,88,14,No
6524,CD,104,2,No
6525,CD,38,15,No
6526,CD,102,14,Yes
6527,AB,36,7,No
